2021,9,11,3,18,42,1.149278,-17.846786,28.577986,9.578125,254.137500,-622.189792
2021,9,11,4,8,49,1.344410,-17.813669,28.594521,9.996047,254.172222,-622.154988
2021,9,11,20,24,48,1.062989,-17.845434,28.561531,12.607839,254.850000,-621.477222
2021,9,11,4,29,4,1.194265,-17.946378,28.586381,0.365625,254.186806,-622.140926
2021,9,11,18,9,6,1.029340,-17.877277,28.648821,2.737500,254.756250,-621.571458
2021,9,11,21,13,50,1.064791,-17.810144,28.590237,7.314295,254.884028,-621.443171
2021,9,11,22,21,52,1.068782,-17.808258,28.594339,8.778506,254.931250,-621.395926
2021,9,11,22,15,48,1.021058,-17.846695,28.631008,0.000000,254.927083,-621.400139
2021,9,11,22,44,12,1.042728,-17.809971,28.586571,6.362094,254.947222,-621.380417
2021,9,11,23,16,43,1.045723,-17.798866,28.594685,7.834321,254.969444,-621.357836
2021,9,11,23,47,48,0.943425,-17.734467,28.515663,0.000000,254.990972,-621.336250
2021,9,12,0,16,14,1.153533,-17.727354,28.582499,0.000000,255.011111,-621.316505
2021,9,12,0,27,26,1.125587,-17.767225,28.617146,1.881761,255.018750,-621.308727
2021,9,12,0,52,28,1.062135,-17.803997,28.590185,9.875308,255.036111,-621.291343
2021,9,12,0,59,31,1.066151,-17.807533,28.621887,0.468750,255.040972,-621.286447
2021,9,12,1,20,33,1.038223,-17.930811,28.565437,12.660419,255.055556,-621.271840
2021,9,12,1,22,4,0.902853,-17.812119,28.600216,6.009439,255.056944,-621.270787
2021,9,12,1,53,16,0.958065,-17.863960,28.602499,1.751710,255.078472,-621.249120
2021,9,12,7,5,45,1.322815,-17.810398,28.589659,9.639696,255.295139,-621.032118
2021,9,12,7,12,2,1.236551,-17.813797,28.592840,9.253268,255.300000,-621.027755
2021,9,12,7,19,16,1.214319,-17.801174,28.597918,9.104664,255.304861,-621.022731
2021,9,12,7,23,15,1.146753,-17.810268,28.595520,9.349658,255.307639,-621.019965
2021,9,12,8,3,45,1.236475,-17.787518,28.603376,7.244674,255.335417,-620.991840
2021,9,12,1,58,40,1.334634,-17.688194,28.672052,0.000000,255.081944,-621.245370
2021,9,12,8,16,28,1.132120,-17.845591,28.577636,9.234375,255.344444,-620.983009
2021,9,12,8,23,6,1.266374,-17.909518,28.567317,8.993750,255.349306,-620.978403
2021,9,12,8,26,58,1.370583,-17.837226,28.583233,7.859375,255.351389,-620.975718
2021,9,12,3,12,56,1.098667,-17.806841,28.604553,11.000000,255.133333,-621.193796
2021,9,12,8,46,5,1.595776,-17.811325,28.593956,9.319582,255.365278,-620.962442
2021,9,12,11,32,44,1.146991,-17.786751,28.599073,7.376611,255.480556,-620.846713
2021,9,12,3,15,40,0.866351,-17.811249,28.599953,6.812412,255.135417,-621.191898
2021,9,12,11,48,6,1.196069,-17.816353,28.598646,7.379628,255.491667,-620.836042
2021,9,12,3,59,52,1.025779,-17.811810,28.559650,13.000000,255.165972,-621.161204
2021,9,12,12,38,10,1.798509,-17.981318,28.527985,0.000000,255.526389,-620.801273
2021,9,12,5,50,39,1.062148,-17.836349,28.559219,12.000000,255.243056,-621.084271
2021,9,12,12,43,44,1.506542,-17.839019,28.571864,11.262500,255.529861,-620.797407
2021,9,12,13,43,45,1.570942,-17.838970,28.543741,21.869791,255.571528,-620.755729
2021,9,12,13,45,26,1.399361,-17.805872,28.580772,5.106339,255.572917,-620.754560
2021,9,12,12,48,10,1.414550,-17.808596,28.582302,8.299321,255.533333,-620.794329
2021,9,12,12,51,0,1.601255,-17.784798,28.592621,6.482239,255.535417,-620.792361
2021,9,12,13,50,5,1.475272,-17.829481,28.572369,9.049934,255.576389,-620.751331
2021,9,12,13,16,9,1.277307,-17.798458,28.590734,7.203036,255.552778,-620.774896
2021,9,12,13,19,6,1.329954,-17.788834,28.597467,7.067802,255.554861,-620.772847
2021,9,12,13,54,48,1.688055,-17.798069,28.589571,5.832259,255.579167,-620.748056
2021,9,12,14,9,47,1.537190,-17.791004,28.589859,7.674545,255.589583,-620.737650
2021,9,12,14,0,47,1.370082,-17.825722,28.565804,9.239367,255.583333,-620.743900
2021,9,12,14,13,49,1.402427,-17.808651,28.591223,7.410248,255.592361,-620.734850
2021,9,12,14,2,37,1.332045,-17.822367,28.569111,8.855897,255.584722,-620.742627
2021,9,12,15,18,26,1.520516,-17.821846,28.582706,5.982809,255.637500,-620.689977
2021,9,12,15,21,40,1.082698,-17.790131,28.588913,5.399774,255.639583,-620.687731
2021,9,12,14,18,17,1.287657,-17.841808,28.563819,8.306250,255.595833,-620.731748
2021,9,12,11,54,11,1.215621,-17.792713,28.597658,7.139979,255.495833,-620.831817
2021,9,12,15,19,40,1.175061,-17.830513,28.571911,14.614435,255.638194,-620.689120
2021,9,12,15,21,26,1.210302,-17.783316,28.601591,6.264198,255.639583,-620.687894
2021,9,12,14,12,59,1.631857,-17.844198,28.558922,8.718750,255.591667,-620.735428
2021,9,12,13,54,25,2.003539,-17.842636,28.552637,14.432532,255.579167,-620.748322
2021,9,12,13,54,38,2.068601,-17.804529,28.595970,8.615046,255.579167,-620.748171
2021,9,12,15,20,30,1.655252,-17.798176,28.590197,6.932707,255.638889,-620.688542
2021,9,12,14,21,38,0.864518,-17.834637,28.580610,13.118750,255.597917,-620.729421
2021,9,12,15,26,39,2.683756,-17.794836,28.594057,7.494188,255.643056,-620.684271
2021,9,12,14,22,49,1.858142,-17.847982,28.553150,8.271875,255.598611,-620.728600
2021,9,12,12,14,4,1.167145,-17.777197,28.599882,7.168400,255.509722,-620.818009
2021,9,12,15,26,57,2.371481,-17.783421,28.587601,6.401484,255.643056,-620.684062
2021,9,12,14,26,39,1.499567,-17.789208,28.610693,6.518750,255.601389,-620.725937
2021,9,12,12,21,27,1.129462,-17.817131,28.582273,7.131306,255.514583,-620.812882
2021,9,12,14,30,31,1.504036,-17.844795,28.563994,10.884375,255.604167,-620.723252
2021,9,12,12,24,41,1.142845,-17.802715,28.586946,7.651908,255.516667,-620.810637
2021,9,12,12,35,56,1.332867,-17.920667,28.562420,7.206250,255.524306,-620.802824
2021,9,12,15,37,35,1.609881,-17.790112,28.591274,7.729153,255.650694,-620.676678
2021,9,12,23,1,50,2.474611,-17.829153,28.580881,9.128285,255.959028,-620.368171
2021,9,12,14,39,0,0.903817,-17.843400,28.579210,12.156250,255.610417,-620.717361
2021,9,12,23,3,4,1.775074,-17.842962,28.580616,10.816708,255.960417,-620.367315
2021,9,12,15,36,23,1.172341,-17.814640,28.584581,10.181089,255.650000,-620.677512
2021,9,12,23,4,44,2.104415,-17.824181,28.579248,8.416595,255.961111,-620.366157
2021,9,13,2,56,10,2.557961,-17.840445,28.575962,10.029267,256.122222,-620.205440
2021,9,13,3,7,59,2.614899,-17.838448,28.576015,9.718803,256.129861,-620.197234
2021,9,12,15,40,13,1.267966,-17.860727,28.568192,11.984375,255.652778,-620.674850
2021,9,12,15,41,13,2.235098,-17.870286,28.568192,9.784375,255.653472,-620.674155
2021,9,12,14,53,4,1.528537,-17.878756,28.431223,2.208707,255.620139,-620.707593
2021,9,12,15,45,22,1.190363,-17.828661,28.574705,8.959346,255.656250,-620.671273
2021,9,12,14,44,26,2.147635,-17.826668,28.588305,8.306250,255.613889,-620.713588
2021,9,12,15,49,5,2.121579,-17.863315,28.556823,10.918750,255.659028,-620.668692
2021,9,12,23,7,2,2.349250,-17.828320,28.578548,8.803311,255.963194,-620.364560
2021,9,12,23,9,27,2.458449,-17.829176,28.576567,8.548229,255.964583,-620.362882
2021,9,12,15,52,9,1.654963,-17.817905,28.583408,7.893750,255.661111,-620.666563
2021,9,12,23,10,40,1.812496,-17.842543,28.580851,11.038709,255.965278,-620.362037
2021,9,12,23,12,47,2.297130,-17.829351,28.578123,8.672797,255.966667,-620.360567
2021,9,12,23,14,38,1.772313,-17.839691,28.581554,10.985312,255.968056,-620.359282
2021,9,12,23,16,36,2.209416,-17.829515,28.579689,8.794522,255.969444,-620.357917
2021,9,12,15,55,27,1.263532,-17.791786,28.583319,8.844311,255.663194,-620.664271
2021,9,12,23,18,28,1.623248,-17.848282,28.579590,10.636552,255.970833,-620.356620
2021,9,12,23,20,37,1.855724,-17.848300,28.579600,7.000000,255.972222,-620.355127
2021,9,12,23,22,24,1.714405,-17.828899,28.579496,8.437243,255.973611,-620.353889
2021,9,12,14,48,11,1.704793,-17.855947,28.551751,7.171875,255.616667,-620.710984
2021,9,12,15,54,37,1.283571,-17.845193,28.580085,6.346875,255.662500,-620.664850
2021,9,12,15,54,46,1.419795,-17.800526,28.583836,7.781507,255.662500,-620.664745
2021,9,12,14,41,5,1.045081,-17.862919,28.578861,7.962500,255.611806,-620.715914
2021,9,12,16,0,34,1.526286,-17.838822,28.559796,7.171875,255.666667,-620.660718
2021,9,12,14,3,56,1.370888,-17.784060,28.597717,5.620980,255.585417,-620.741713
2021,9,12,23,23,38,2.079474,-17.832512,28.578087,10.289766,255.974306,-620.353032
2021,9,12,16,0,24,1.614430,-17.813925,28.573613,9.406250,255.666667,-620.660833
2021,9,12,23,27,18,2.082775,-17.827438,28.572908,11.502769,255.977083,-620.350486
2021,9,12,16,2,19,1.214772,-17.858337,28.571340,9.303125,255.668056,-620.659502
2021,9,12,23,29,7,1.645483,-17.837959,28.580305,9.097436,255.978472,-620.349225
2021,9,12,16,5,43,0.989838,-17.859930,28.561195,7.309375,255.670139,-620.657141
2021,9,12,16,2,11,1.403106,-17.784639,28.589879,6.621875,255.668056,-620.659595
2021,9,12,23,31,23,1.715816,-17.836872,28.575003,9.912973,255.979861,-620.347650
2021,9,12,18,3,7,1.604207,-17.846687,28.559184,8.117188,255.752083,-620.575613
2021,9,12,14,56,30,1.923067,-17.790764,28.594484,7.272093,255.622222,-620.705208
2021,9,12,23,32,42,2.359701,-17.834446,28.570192,9.331508,255.980556,-620.346736
2021,9,12,18,16,0,1.287875,-17.859135,28.576587,8.959375,255.761111,-620.566667
2021,9,12,23,34,57,1.594539,-17.833103,28.571600,8.548551,255.981944,-620.345174
