file_id,sensor,channel,type,starttime,endtime,window,overlap,windowing,n_windows,n_variables,low_filter,high_filter,nsamples,srate,trend_removed,coherent_noise_removed,save_time
168,PPMA,HHZ,FFT,2021-09-23,2021-09-24,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:56:09.293856
169,PLPI,HHN,FFT,2021-09-24,2021-09-25,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:56:17.042179
170,PLPI,HHE,FFT,2021-09-24,2021-09-25,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:56:25.031446
171,PLPI,HHZ,FFT,2021-09-24,2021-09-25,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:56:32.903548
172,PPMA,HHN,FFT,2021-09-24,2021-09-25,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:56:40.991695
173,PPMA,HHE,FFT,2021-09-24,2021-09-25,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:56:49.078600
174,PPMA,HHZ,FFT,2021-09-24,2021-09-25,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:56:56.851067
175,PLPI,HHN,FFT,2021-09-25,2021-09-26,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:57:04.819308
176,PLPI,HHE,FFT,2021-09-25,2021-09-26,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:57:12.671159
177,PLPI,HHZ,FFT,2021-09-25,2021-09-26,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:57:20.688736
178,PPMA,HHN,FFT,2021-09-25,2021-09-26,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:57:28.508988
179,PPMA,HHE,FFT,2021-09-25,2021-09-26,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:57:36.668609
180,PPMA,HHZ,FFT,2021-09-25,2021-09-26,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:57:44.493984
181,PLPI,HHN,FFT,2021-09-26,2021-09-27,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:57:52.306579
182,PLPI,HHE,FFT,2021-09-26,2021-09-27,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:58:00.349314
183,PLPI,HHZ,FFT,2021-09-26,2021-09-27,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:58:08.398612
184,PPMA,HHN,FFT,2021-09-26,2021-09-27,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:58:16.309643
185,PPMA,HHE,FFT,2021-09-26,2021-09-27,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:58:24.185791
186,PPMA,HHZ,FFT,2021-09-26,2021-09-27,10,0.0,False,8640,1500,0,50.0,8640001,100.0,False,False,2024-11-11 16:58:32.083265
187,PLPI,HHN,FFT,2021-09-12,2021-09-26,3600.0,1800.0,False,671,5400,0,50.0,120960001,100.0,False,False,2024-11-12 11:08:36.344323
188,PLPI,HHE,FFT,2021-09-12,2021-09-26,3600.0,1800.0,False,671,5400,0,50.0,120960001,100.0,False,False,2024-11-12 11:10:45.864869
189,PLPI,HHZ,FFT,2021-09-12,2021-09-26,3600.0,1800.0,False,671,5400,0,50.0,120960001,100.0,False,False,2024-11-12 11:12:54.962045
190,PPMA,HHN,FFT,2021-09-12,2021-09-26,3600.0,1800.0,False,671,5400,0,50.0,120960001,100.0,False,False,2024-11-12 11:15:06.648081
191,PPMA,HHE,FFT,2021-09-12,2021-09-26,3600.0,1800.0,False,671,5400,0,50.0,120960001,100.0,False,False,2024-11-12 11:17:16.031326
192,PPMA,HHZ,FFT,2021-09-12,2021-09-26,3600.0,1800.0,False,671,5400,0,50.0,120960001,100.0,False,False,2024-11-12 11:19:25.006053
193,PPMA,HHZ,FFT,2021-09-12,2021-09-12 00:01:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 16:24:41.334137
194,PPMA,HHZ,FFT,2021-09-12 00:01:00,2021-09-12 00:02:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 16:52:33.306190
195,PPMA,HHZ,FFT,2021-09-12,2021-09-12 00:02:00,10,5,False,23,15,0,50.0,12001,100.0,False,False,2024-11-14 16:59:52.964566
196,PPMA,HHZ,FFT,2021-09-12,2021-09-12 00:02:00,10,5,False,23,15,0,50.0,12001,100.0,False,False,2024-11-14 17:00:54.211840
197,PPMA,HHZ,FFT,2021-09-12,2021-09-12 00:02:00,10,5,False,23,15,0,50.0,12001,100.0,False,False,2024-11-14 17:03:09.084474
198,PPMA,HHZ,FFT,2021-09-12,2021-09-12 00:02:00,10,5,False,23,15,0,50.0,12001,100.0,False,False,2024-11-14 17:12:52.228858
199,PPMA,HHZ,FFT,2021-09-12 00:05:00,2021-09-12 00:07:00,10,5,False,23,15,0,50.0,12001,100.0,False,False,2024-11-14 17:24:08.890763
200,PPMA,HHZ,FFT,2021-09-12 00:05:00,2021-09-12 00:07:00,10,5,False,23,15,0,50.0,12001,100.0,False,False,2024-11-14 18:20:39.908426
201,PPMA,HHE,FFT,2021-09-19,2021-09-20,60.0,0.0,False,1440,90,0,50.0,8640001,100.0,False,False,2024-11-14 18:27:22.115589
202,PPMA,HHN,FFT,2021-09-19,2021-09-20,60.0,0.0,False,1440,90,0,50.0,8640001,100.0,False,False,2024-11-14 18:27:49.453289
203,PPMA,HHZ,FFT,2021-09-19,2021-09-20,60.0,0.0,False,1440,90,0,50.0,8640001,100.0,False,False,2024-11-14 18:28:17.171787
204,PLPI,HHE,FFT,2021-09-19,2021-09-20,60.0,0.0,False,1440,90,0,50.0,8640001,100.0,False,False,2024-11-14 18:28:44.192046
205,PLPI,HHN,FFT,2021-09-19,2021-09-20,60.0,0.0,False,1440,90,0,50.0,8640001,100.0,False,False,2024-11-14 18:29:10.832736
206,PLPI,HHZ,FFT,2021-09-19,2021-09-20,60.0,0.0,False,1440,90,0,50.0,8640001,100.0,False,False,2024-11-14 18:29:37.575936
207,PPMA,HHE,FFT,2021-09-19,2021-09-20 02:00:00,60.0,0.0,False,1560,90,0,50.0,9360001,100.0,False,False,2024-11-14 18:36:51.266137
208,PPMA,HHN,FFT,2021-09-19,2021-09-20 02:00:00,60.0,0.0,False,1560,90,0,50.0,9360001,100.0,False,False,2024-11-14 18:37:21.033098
209,PPMA,HHZ,FFT,2021-09-19,2021-09-20 02:00:00,60.0,0.0,False,1560,90,0,50.0,9360001,100.0,False,False,2024-11-14 18:37:50.661726
210,PLPI,HHE,FFT,2021-09-19,2021-09-20 02:00:00,60.0,0.0,False,1560,90,0,50.0,9360001,100.0,False,False,2024-11-14 18:38:19.873645
211,PLPI,HHN,FFT,2021-09-19,2021-09-20 02:00:00,60.0,0.0,False,1560,90,0,50.0,9360001,100.0,False,False,2024-11-14 18:38:48.730996
212,PLPI,HHZ,FFT,2021-09-19,2021-09-20 02:00:00,60.0,0.0,False,1560,90,0,50.0,9360001,100.0,False,False,2024-11-14 18:39:17.830772
213,PPMA,HHE,FFT,2021-09-19,2021-09-20 00:02:00,60.0,0.0,False,1442,90,0,50.0,8652001,100.0,False,False,2024-11-14 18:42:24.467611
214,PPMA,HHN,FFT,2021-09-19,2021-09-20 00:02:00,60.0,0.0,False,1442,90,0,50.0,8652001,100.0,False,False,2024-11-14 18:42:50.370932
215,PPMA,HHZ,FFT,2021-09-19,2021-09-20 00:02:00,60.0,0.0,False,1442,90,0,50.0,8652001,100.0,False,False,2024-11-14 18:43:17.524398
216,PLPI,HHE,FFT,2021-09-19,2021-09-20 00:02:00,60.0,0.0,False,1442,90,0,50.0,8652001,100.0,False,False,2024-11-14 18:43:43.526733
217,PLPI,HHN,FFT,2021-09-19,2021-09-20 00:02:00,60.0,0.0,False,1442,90,0,50.0,8652001,100.0,False,False,2024-11-14 18:44:10.276656
218,PLPI,HHZ,FFT,2021-09-19,2021-09-20 00:02:00,60.0,0.0,False,1442,90,0,50.0,8652001,100.0,False,False,2024-11-14 18:47:00.065820
219,PLPI,HHZ,FFT,2021-09-19 00:01:00,2021-09-20 00:02:00,60.0,0.0,False,1441,90,0,50.0,8646001,100.0,False,False,2024-11-14 18:54:37.268273
220,PLPI,HHN,FFT,2021-09-19 00:01:00,2021-09-20 00:02:00,10,5,False,17291,15,0,50.0,8646001,100.0,False,False,2024-11-14 18:55:23.440990
221,PLPI,HHZ,FFT,2021-09-19 00:02:00,2021-09-20 00:03:00,60.0,0.0,False,1441,90,0,50.0,8646001,100.0,False,False,2024-11-14 18:55:39.203666
222,PLPI,HHE,FFT,2021-09-19 00:01:00,2021-09-20 00:02:00,10,5,False,17291,15,0,50.0,8646001,100.0,False,False,2024-11-14 18:56:04.397238
223,PLPI,HHN,FFT,2021-09-19 00:02:00,2021-09-20 00:03:00,60.0,0.0,False,1441,90,0,50.0,8646001,100.0,False,False,2024-11-14 18:56:08.344341
224,PLPI,HHZ,FFT,2021-09-19 00:01:00,2021-09-20 00:02:00,10,5,False,17291,15,0,50.0,8646001,100.0,False,False,2024-11-14 18:56:44.611427
225,PPMA,HHN,FFT,2021-09-19 00:01:00,2021-09-20 00:02:00,10,5,False,17291,15,0,50.0,8646001,100.0,False,False,2024-11-14 18:57:21.224670
226,PPMA,HHE,FFT,2021-09-19 00:01:00,2021-09-20 00:02:00,10,5,False,17291,15,0,50.0,8646001,100.0,False,False,2024-11-14 18:57:58.143543
227,PPMA,HHZ,FFT,2021-09-19 00:01:00,2021-09-20 00:02:00,10,5,False,17291,15,0,50.0,8646001,100.0,False,False,2024-11-14 18:58:34.590595
228,PPMA,HHE,FFT,2021-09-20,2021-09-20 00:01:00,10.0,0.0,False,6,15,0,50.0,6001,100.0,False,False,2024-11-14 19:04:11.132843
229,PPMA,HHN,FFT,2021-09-20,2021-09-20 00:01:00,10.0,0.0,False,6,15,0,50.0,6001,100.0,False,False,2024-11-14 19:04:11.782673
230,PPMA,HHZ,FFT,2021-09-20,2021-09-20 00:01:00,10.0,0.0,False,6,15,0,50.0,6001,100.0,False,False,2024-11-14 19:04:12.432143
231,PLPI,HHE,FFT,2021-09-20,2021-09-20 00:01:00,10.0,0.0,False,6,15,0,50.0,6001,100.0,False,False,2024-11-14 19:04:12.993275
232,PLPI,HHN,FFT,2021-09-20,2021-09-20 00:01:00,10.0,0.0,False,6,15,0,50.0,6001,100.0,False,False,2024-11-14 19:04:13.571899
233,PLPI,HHZ,FFT,2021-09-20,2021-09-20 00:01:00,10.0,0.0,False,6,15,0,50.0,6001,100.0,False,False,2024-11-14 19:04:14.140188
234,PLPI,HHN,FFT,2021-09-20 00:01:00,2021-09-20 00:02:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 19:05:16.179788
235,PLPI,HHE,FFT,2021-09-20 00:01:00,2021-09-20 00:02:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 19:05:16.655350
236,PLPI,HHZ,FFT,2021-09-20 00:01:00,2021-09-20 00:02:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 19:05:17.038264
237,PPMA,HHN,FFT,2021-09-20 00:01:00,2021-09-20 00:02:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 19:05:17.506018
238,PPMA,HHE,FFT,2021-09-20 00:01:00,2021-09-20 00:02:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 19:05:18.056021
239,PPMA,HHZ,FFT,2021-09-20 00:01:00,2021-09-20 00:02:00,10,5,False,11,15,0,50.0,6001,100.0,False,False,2024-11-14 19:05:18.496762
240,PPMA,HHE,FFT,2021-09-20,2021-09-20 00:10:00,10.0,0.0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:05:57.826719
241,PPMA,HHN,FFT,2021-09-20,2021-09-20 00:10:00,10.0,0.0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:05:58.669611
242,PPMA,HHZ,FFT,2021-09-20,2021-09-20 00:10:00,10.0,0.0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:05:59.503885
243,PLPI,HHE,FFT,2021-09-20,2021-09-20 00:10:00,10.0,0.0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:00.360644
244,PLPI,HHN,FFT,2021-09-20,2021-09-20 00:10:00,10.0,0.0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:01.101008
245,PLPI,HHZ,FFT,2021-09-20,2021-09-20 00:10:00,10.0,0.0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:01.860940
246,PLPI,HHN,FFT,2021-09-20,2021-09-20 00:10:00,10,0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:06.308529
247,PLPI,HHE,FFT,2021-09-20,2021-09-20 00:10:00,10,0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:06.938423
248,PLPI,HHZ,FFT,2021-09-20,2021-09-20 00:10:00,10,0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:07.511352
249,PPMA,HHN,FFT,2021-09-20,2021-09-20 00:10:00,10,0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:08.127395
250,PPMA,HHE,FFT,2021-09-20,2021-09-20 00:10:00,10,0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:08.826824
251,PPMA,HHZ,FFT,2021-09-20,2021-09-20 00:10:00,10,0,False,60,15,0,50.0,60001,100.0,False,False,2024-11-14 19:06:09.441611
