sensor,channel,year,month,day,hour,minute,second,path,filename
DAS,,2021,11,20,0,0,37,data/DAS/2021/11/20,2021_11_20_00h00m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,1,37,data/DAS/2021/11/20,2021_11_20_00h01m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,2,37,data/DAS/2021/11/20,2021_11_20_00h02m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,3,37,data/DAS/2021/11/20,2021_11_20_00h03m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,4,37,data/DAS/2021/11/20,2021_11_20_00h04m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,5,37,data/DAS/2021/11/20,2021_11_20_00h05m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,6,37,data/DAS/2021/11/20,2021_11_20_00h06m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,7,37,data/DAS/2021/11/20,2021_11_20_00h07m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,8,37,data/DAS/2021/11/20,2021_11_20_00h08m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,9,37,data/DAS/2021/11/20,2021_11_20_00h09m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,10,37,data/DAS/2021/11/20,2021_11_20_00h10m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,11,37,data/DAS/2021/11/20,2021_11_20_00h11m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,12,37,data/DAS/2021/11/20,2021_11_20_00h12m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,13,37,data/DAS/2021/11/20,2021_11_20_00h13m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,14,37,data/DAS/2021/11/20,2021_11_20_00h14m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,15,37,data/DAS/2021/11/20,2021_11_20_00h15m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,16,37,data/DAS/2021/11/20,2021_11_20_00h16m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,17,37,data/DAS/2021/11/20,2021_11_20_00h17m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,18,37,data/DAS/2021/11/20,2021_11_20_00h18m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,19,37,data/DAS/2021/11/20,2021_11_20_00h19m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,20,37,data/DAS/2021/11/20,2021_11_20_00h20m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,21,37,data/DAS/2021/11/20,2021_11_20_00h21m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,22,37,data/DAS/2021/11/20,2021_11_20_00h22m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,23,37,data/DAS/2021/11/20,2021_11_20_00h23m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,24,37,data/DAS/2021/11/20,2021_11_20_00h24m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,25,37,data/DAS/2021/11/20,2021_11_20_00h25m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,26,37,data/DAS/2021/11/20,2021_11_20_00h26m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,27,37,data/DAS/2021/11/20,2021_11_20_00h27m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,28,37,data/DAS/2021/11/20,2021_11_20_00h28m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,29,37,data/DAS/2021/11/20,2021_11_20_00h29m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,30,37,data/DAS/2021/11/20,2021_11_20_00h30m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,31,37,data/DAS/2021/11/20,2021_11_20_00h31m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,32,37,data/DAS/2021/11/20,2021_11_20_00h32m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,33,37,data/DAS/2021/11/20,2021_11_20_00h33m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,34,37,data/DAS/2021/11/20,2021_11_20_00h34m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,35,37,data/DAS/2021/11/20,2021_11_20_00h35m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,36,37,data/DAS/2021/11/20,2021_11_20_00h36m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,37,37,data/DAS/2021/11/20,2021_11_20_00h37m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,38,37,data/DAS/2021/11/20,2021_11_20_00h38m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,39,37,data/DAS/2021/11/20,2021_11_20_00h39m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,40,37,data/DAS/2021/11/20,2021_11_20_00h40m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,41,37,data/DAS/2021/11/20,2021_11_20_00h41m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,42,37,data/DAS/2021/11/20,2021_11_20_00h42m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,43,37,data/DAS/2021/11/20,2021_11_20_00h43m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,44,37,data/DAS/2021/11/20,2021_11_20_00h44m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,45,37,data/DAS/2021/11/20,2021_11_20_00h45m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,46,37,data/DAS/2021/11/20,2021_11_20_00h46m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,47,37,data/DAS/2021/11/20,2021_11_20_00h47m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,48,37,data/DAS/2021/11/20,2021_11_20_00h48m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,49,37,data/DAS/2021/11/20,2021_11_20_00h49m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,50,37,data/DAS/2021/11/20,2021_11_20_00h50m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,51,37,data/DAS/2021/11/20,2021_11_20_00h51m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,52,37,data/DAS/2021/11/20,2021_11_20_00h52m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,53,37,data/DAS/2021/11/20,2021_11_20_00h53m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,54,37,data/DAS/2021/11/20,2021_11_20_00h54m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,55,37,data/DAS/2021/11/20,2021_11_20_00h55m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,56,37,data/DAS/2021/11/20,2021_11_20_00h56m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,57,37,data/DAS/2021/11/20,2021_11_20_00h57m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,58,37,data/DAS/2021/11/20,2021_11_20_00h58m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,0,59,37,data/DAS/2021/11/20,2021_11_20_00h59m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,0,37,data/DAS/2021/11/20,2021_11_20_01h00m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,1,37,data/DAS/2021/11/20,2021_11_20_01h01m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,2,37,data/DAS/2021/11/20,2021_11_20_01h02m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,3,37,data/DAS/2021/11/20,2021_11_20_01h03m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,4,37,data/DAS/2021/11/20,2021_11_20_01h04m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,5,37,data/DAS/2021/11/20,2021_11_20_01h05m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,6,37,data/DAS/2021/11/20,2021_11_20_01h06m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,7,37,data/DAS/2021/11/20,2021_11_20_01h07m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,8,37,data/DAS/2021/11/20,2021_11_20_01h08m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,9,37,data/DAS/2021/11/20,2021_11_20_01h09m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,10,37,data/DAS/2021/11/20,2021_11_20_01h10m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,11,37,data/DAS/2021/11/20,2021_11_20_01h11m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,12,37,data/DAS/2021/11/20,2021_11_20_01h12m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,13,37,data/DAS/2021/11/20,2021_11_20_01h13m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,14,37,data/DAS/2021/11/20,2021_11_20_01h14m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,15,37,data/DAS/2021/11/20,2021_11_20_01h15m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,16,37,data/DAS/2021/11/20,2021_11_20_01h16m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,17,37,data/DAS/2021/11/20,2021_11_20_01h17m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,18,37,data/DAS/2021/11/20,2021_11_20_01h18m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,19,37,data/DAS/2021/11/20,2021_11_20_01h19m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,20,37,data/DAS/2021/11/20,2021_11_20_01h20m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,21,37,data/DAS/2021/11/20,2021_11_20_01h21m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,22,37,data/DAS/2021/11/20,2021_11_20_01h22m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,23,37,data/DAS/2021/11/20,2021_11_20_01h23m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,24,37,data/DAS/2021/11/20,2021_11_20_01h24m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,25,37,data/DAS/2021/11/20,2021_11_20_01h25m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,26,37,data/DAS/2021/11/20,2021_11_20_01h26m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,27,37,data/DAS/2021/11/20,2021_11_20_01h27m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,28,37,data/DAS/2021/11/20,2021_11_20_01h28m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,29,37,data/DAS/2021/11/20,2021_11_20_01h29m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,30,37,data/DAS/2021/11/20,2021_11_20_01h30m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,31,37,data/DAS/2021/11/20,2021_11_20_01h31m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,32,37,data/DAS/2021/11/20,2021_11_20_01h32m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,33,37,data/DAS/2021/11/20,2021_11_20_01h33m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,34,37,data/DAS/2021/11/20,2021_11_20_01h34m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,35,37,data/DAS/2021/11/20,2021_11_20_01h35m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,36,37,data/DAS/2021/11/20,2021_11_20_01h36m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,37,37,data/DAS/2021/11/20,2021_11_20_01h37m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,38,37,data/DAS/2021/11/20,2021_11_20_01h38m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,39,37,data/DAS/2021/11/20,2021_11_20_01h39m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,40,37,data/DAS/2021/11/20,2021_11_20_01h40m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,41,37,data/DAS/2021/11/20,2021_11_20_01h41m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,42,37,data/DAS/2021/11/20,2021_11_20_01h42m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,43,37,data/DAS/2021/11/20,2021_11_20_01h43m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,44,37,data/DAS/2021/11/20,2021_11_20_01h44m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,45,37,data/DAS/2021/11/20,2021_11_20_01h45m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,46,37,data/DAS/2021/11/20,2021_11_20_01h46m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,47,37,data/DAS/2021/11/20,2021_11_20_01h47m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,48,37,data/DAS/2021/11/20,2021_11_20_01h48m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,49,37,data/DAS/2021/11/20,2021_11_20_01h49m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,50,37,data/DAS/2021/11/20,2021_11_20_01h50m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,51,37,data/DAS/2021/11/20,2021_11_20_01h51m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,52,37,data/DAS/2021/11/20,2021_11_20_01h52m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,53,37,data/DAS/2021/11/20,2021_11_20_01h53m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,54,37,data/DAS/2021/11/20,2021_11_20_01h54m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,55,37,data/DAS/2021/11/20,2021_11_20_01h55m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,56,37,data/DAS/2021/11/20,2021_11_20_01h56m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,57,37,data/DAS/2021/11/20,2021_11_20_01h57m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,58,37,data/DAS/2021/11/20,2021_11_20_01h58m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,1,59,37,data/DAS/2021/11/20,2021_11_20_01h59m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,0,37,data/DAS/2021/11/20,2021_11_20_02h00m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,1,37,data/DAS/2021/11/20,2021_11_20_02h01m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,2,37,data/DAS/2021/11/20,2021_11_20_02h02m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,3,37,data/DAS/2021/11/20,2021_11_20_02h03m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,4,37,data/DAS/2021/11/20,2021_11_20_02h04m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,5,37,data/DAS/2021/11/20,2021_11_20_02h05m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,6,37,data/DAS/2021/11/20,2021_11_20_02h06m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,7,37,data/DAS/2021/11/20,2021_11_20_02h07m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,8,37,data/DAS/2021/11/20,2021_11_20_02h08m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,9,37,data/DAS/2021/11/20,2021_11_20_02h09m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,10,37,data/DAS/2021/11/20,2021_11_20_02h10m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,11,37,data/DAS/2021/11/20,2021_11_20_02h11m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,12,37,data/DAS/2021/11/20,2021_11_20_02h12m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,13,37,data/DAS/2021/11/20,2021_11_20_02h13m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,14,37,data/DAS/2021/11/20,2021_11_20_02h14m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,15,37,data/DAS/2021/11/20,2021_11_20_02h15m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,16,37,data/DAS/2021/11/20,2021_11_20_02h16m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,17,37,data/DAS/2021/11/20,2021_11_20_02h17m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,18,37,data/DAS/2021/11/20,2021_11_20_02h18m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,19,37,data/DAS/2021/11/20,2021_11_20_02h19m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,20,37,data/DAS/2021/11/20,2021_11_20_02h20m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,21,37,data/DAS/2021/11/20,2021_11_20_02h21m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,22,37,data/DAS/2021/11/20,2021_11_20_02h22m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,23,37,data/DAS/2021/11/20,2021_11_20_02h23m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,24,37,data/DAS/2021/11/20,2021_11_20_02h24m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,25,37,data/DAS/2021/11/20,2021_11_20_02h25m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,26,37,data/DAS/2021/11/20,2021_11_20_02h26m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,27,37,data/DAS/2021/11/20,2021_11_20_02h27m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,28,37,data/DAS/2021/11/20,2021_11_20_02h28m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,29,37,data/DAS/2021/11/20,2021_11_20_02h29m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,30,37,data/DAS/2021/11/20,2021_11_20_02h30m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,31,37,data/DAS/2021/11/20,2021_11_20_02h31m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,32,37,data/DAS/2021/11/20,2021_11_20_02h32m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,33,37,data/DAS/2021/11/20,2021_11_20_02h33m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,34,37,data/DAS/2021/11/20,2021_11_20_02h34m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,35,37,data/DAS/2021/11/20,2021_11_20_02h35m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,36,37,data/DAS/2021/11/20,2021_11_20_02h36m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,37,37,data/DAS/2021/11/20,2021_11_20_02h37m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,38,37,data/DAS/2021/11/20,2021_11_20_02h38m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,39,37,data/DAS/2021/11/20,2021_11_20_02h39m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,40,37,data/DAS/2021/11/20,2021_11_20_02h40m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,41,37,data/DAS/2021/11/20,2021_11_20_02h41m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,42,37,data/DAS/2021/11/20,2021_11_20_02h42m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,43,37,data/DAS/2021/11/20,2021_11_20_02h43m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,44,37,data/DAS/2021/11/20,2021_11_20_02h44m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,45,37,data/DAS/2021/11/20,2021_11_20_02h45m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,46,37,data/DAS/2021/11/20,2021_11_20_02h46m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,47,37,data/DAS/2021/11/20,2021_11_20_02h47m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,48,37,data/DAS/2021/11/20,2021_11_20_02h48m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,49,37,data/DAS/2021/11/20,2021_11_20_02h49m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,50,37,data/DAS/2021/11/20,2021_11_20_02h50m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,51,37,data/DAS/2021/11/20,2021_11_20_02h51m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,52,37,data/DAS/2021/11/20,2021_11_20_02h52m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,53,37,data/DAS/2021/11/20,2021_11_20_02h53m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,54,37,data/DAS/2021/11/20,2021_11_20_02h54m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,55,37,data/DAS/2021/11/20,2021_11_20_02h55m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,56,37,data/DAS/2021/11/20,2021_11_20_02h56m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,57,37,data/DAS/2021/11/20,2021_11_20_02h57m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,58,37,data/DAS/2021/11/20,2021_11_20_02h58m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,2,59,37,data/DAS/2021/11/20,2021_11_20_02h59m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,0,37,data/DAS/2021/11/20,2021_11_20_03h00m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,1,37,data/DAS/2021/11/20,2021_11_20_03h01m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,2,37,data/DAS/2021/11/20,2021_11_20_03h02m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,3,37,data/DAS/2021/11/20,2021_11_20_03h03m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,4,37,data/DAS/2021/11/20,2021_11_20_03h04m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,5,37,data/DAS/2021/11/20,2021_11_20_03h05m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,6,37,data/DAS/2021/11/20,2021_11_20_03h06m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,7,37,data/DAS/2021/11/20,2021_11_20_03h07m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,8,37,data/DAS/2021/11/20,2021_11_20_03h08m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,9,37,data/DAS/2021/11/20,2021_11_20_03h09m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,10,37,data/DAS/2021/11/20,2021_11_20_03h10m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,11,37,data/DAS/2021/11/20,2021_11_20_03h11m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,12,37,data/DAS/2021/11/20,2021_11_20_03h12m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,13,37,data/DAS/2021/11/20,2021_11_20_03h13m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,14,37,data/DAS/2021/11/20,2021_11_20_03h14m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,15,37,data/DAS/2021/11/20,2021_11_20_03h15m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,16,37,data/DAS/2021/11/20,2021_11_20_03h16m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,17,37,data/DAS/2021/11/20,2021_11_20_03h17m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,18,37,data/DAS/2021/11/20,2021_11_20_03h18m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,19,37,data/DAS/2021/11/20,2021_11_20_03h19m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,20,37,data/DAS/2021/11/20,2021_11_20_03h20m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,21,37,data/DAS/2021/11/20,2021_11_20_03h21m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,22,37,data/DAS/2021/11/20,2021_11_20_03h22m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,23,37,data/DAS/2021/11/20,2021_11_20_03h23m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,24,37,data/DAS/2021/11/20,2021_11_20_03h24m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,25,37,data/DAS/2021/11/20,2021_11_20_03h25m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,26,37,data/DAS/2021/11/20,2021_11_20_03h26m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,27,37,data/DAS/2021/11/20,2021_11_20_03h27m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,28,37,data/DAS/2021/11/20,2021_11_20_03h28m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,29,37,data/DAS/2021/11/20,2021_11_20_03h29m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,30,37,data/DAS/2021/11/20,2021_11_20_03h30m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,31,37,data/DAS/2021/11/20,2021_11_20_03h31m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,32,37,data/DAS/2021/11/20,2021_11_20_03h32m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,33,37,data/DAS/2021/11/20,2021_11_20_03h33m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,34,37,data/DAS/2021/11/20,2021_11_20_03h34m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,35,37,data/DAS/2021/11/20,2021_11_20_03h35m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,36,37,data/DAS/2021/11/20,2021_11_20_03h36m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,37,37,data/DAS/2021/11/20,2021_11_20_03h37m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,38,37,data/DAS/2021/11/20,2021_11_20_03h38m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,39,37,data/DAS/2021/11/20,2021_11_20_03h39m37s_HDAS_2Dmap_Strain.bin
DAS,,2021,11,20,3,40,37,data/DAS/2021/11/20,2021_11_20_03h40m37s_HDAS_2Dmap_Strain.bin
