network,sensor,channel,gap_start,gap_end,delta,n_samples,gap_type
C7,PPMA,HHZ,2021-12-09 10:00:57.43,2021-12-09 10:02:34.0,96.56,9656,empty
C7,PPMA,HHZ,2021-12-09 10:08:15.94,2021-12-09 10:12:03.0,227.05,22705,empty
C7,PPMA,HHZ,2021-12-09 10:13:49.79,2021-12-09 10:16:48.37,178.57,17857,empty
C7,PPMA,HHZ,2021-12-09 10:56:33.65,2021-12-09 10:57:50.0,76.34,7634,empty
C7,PPMA,HHZ,2021-12-09 16:30:20.40,2021-12-09 16:36:56.0,395.59,39559,empty
C7,PPMA,HHZ,2021-12-09 16:49:53.27,2021-12-09 16:56:24.0,390.72,39072,empty
C7,PPMA,HHZ,2021-12-09 16:58:36.54,2021-12-10 10:04:55.78,61579.23,6157923,empty
C7,PPMA,HHZ,2021-12-10 10:11:58.74,2021-12-10 10:13:04.0,65.25,6525,empty
C7,PPMA,HHZ,2021-12-10 11:01:37.22,2021-12-10 11:02:44.0,66.77,6677,empty
C7,PPMA,HHZ,2021-12-10 17:56:36.87,2021-12-11 10:17:52.0,58875.12,5887512,empty
C7,PPMA,HHZ,2021-12-11 10:18:02.61,2021-12-11 10:18:08.0,5.38,538,empty
